wkt_geom,data_Bridge Name,data_Private Bridge?,data_Bridge Number According to Zucchetta,data_Name of Northern Sestiere,data_Name of Southern Sestiere,data_Minimum Step Width (m),data_Northern Island Number,data_Southern Island Number,Same Island?,birth_certificate_birthID,birth_certificate_ckID,birth_certificate_dob,birth_certificate_dor,birth_certificate_lat,birth_certificate_lon,birth_certificate_parentID,birth_certificate_recorder,birth_certificate_type,data_Additional Handrail?,data_Address,data_Address Letter,data_Arch Style,data_Arch Style Code,data_Average Height (m),data_Average Height of Railing (m),data_Average railing width (cm),data_Bridge Code,data_Canal Crossed,data_Canal Width (m),data_Central Thickness (m),data_Code for Material of Step Face,data_Code for railing type,data_Code for the material of the rail,data_Conditions of the Step Face,data_Construction Material,data_Construction Material Code,data_Crooked Bridge?,data_Date of Last Restoration,data_Date of Survey,data_Decorations,data_Description of Step Face Conditions,data_Estimated Surface Area,data_Face Material,data_Full Width Including Railings (m),data_H-C,data_H-N2,data_H-S2,data_Handicapped Accessible?,data_Height 1m North (m),data_Height 1m South (m),data_Height Center (m),data_Height of Step (cm),data_History,data_Hypotenuse North (deg),data_Hypotenuse South (deg),data_ID,data_Inclination North (deg),data_Inclination South (deg),data_Latitude,data_Length of Summit (m),data_Longitude,data_Material Code of Summit Pavement,data_Material of Summit Pavement,data_Maximum Inclination (deg),data_Minimum Height (m),data_Minimum Thickness (m),data_N Cathetus (deg),data_Net Width of Bridge (m),data_Northern Sestiere Code,data_Notes,data_Number of Arches,data_Number of Northern Steps,data_Number of Ramps,data_Number of Southern Steps,data_Number of Street Address On Bridge,data_Numerical Condition of Bridge,data_Numerical Condition of Decorations,data_Numerical Condition of Step Pavement Material,data_Numerical Condition of Summit Pavement,data_Photo Number of Arch,data_Photo Number of Ramp,data_Photo Number of Reference Elevation Point,Private?,data_Protrusion North (m),data_Protrusion South (m),data_Qualitative Condition of Bridge,data_Qualitative Condition of Decorations,data_Qualitative Condition of Step Pavement Material,data_Qualitative Condition of Summit Pavement,data_Qualitative condition of Railing,data_Railing Material,data_Railing condition,data_Ratio of Span to Height,data_Reference to CAD Drawings,data_S Cathetus (deg),data_SE-C,data_SE-N1,data_SE-N2,data_SE-S1,data_SE-S2,data_SI-C,data_SI-N1,data_SI-N2,data_SI-S1,data_SI-S2,data_Segment Code,data_Southern Sestiere Code,data_Span (m),data_Step Depth (cm),data_Step Pavement Material,data_Step Surface (Min),data_Street Addresses on Bridge,data_Surface Area From Map,data_Surface Area of Summit (m^2),data_Survey Incomplete?,data_Thickness 1m North Of Center (m),data_Thickness 1m South of Center (m),data_Thickness 2m North Of Center (m),data_Thickness 2m South of Center (m),data_Tide Level (m),data_Time of Survey (24:00),data_Total Number of Steps,data_Total Surface Area of Pavement (m^2),data_Total Surface Area of Steps (m^2),data_Tread Material,data_Type of Railing,data_Water level (cm),data_Width of Eastern Railing (cm),data_Width of Summit (m),data_Width of Western Railing (cm),data_Year Constructed,data_Year of Last Restoration
Point (12.32687969999999922 45.43165350000000302),Ponte de le Maravegie,FALSE,409,Dorsoduro,Dorsoduro,2.45,52,51,0,MARAVE,1ed4ab0e-ac24-9df4-11c3-b48fe5b12658,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4316535,12.3268797,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.76,0.79,3,MARAVE,Rio de S. Trovaso,9.4,0.49,2,3,19,3,"Mattoni, Intonaco e Pietra d'Istria",15,FALSE,,03-Mar-00,Tre scudi su chiave armilla Ovest,Buone,32.32,Pietra d'Istria,3.2,3.68,3.62,3.61,FALSE,2.78,2.66,2.83,14,"�to SS. Gervasio and Protasio. According to the Dezan, lived, or had stable, in this situation the family cittadinesca Wonder, or ""Maravegia ', famous for quell'Alessandra sister of John Wonder, Secretary of the Senate, and wife of Peter Albino, chancellor of the kingdom of Cyprus, which, after the capture of Nicosia, taken prisoner with many Cypriot, burned, first to set sail for Constantinople, to the place of ammunition, and burned not only the ship where was, and still self-inflicted, but was that the reason s'appiccasse wood fire with two other neighbors, and that all the prisoners perished there collected. We do not want silence, however, that the origin of the name given to the ""Bridge of the Maravegie"" (wonders run two fantastic folk traditions, reported by Pull� in his notes to the ""Songs of the people Veneziano"" of Foscarini. Narrates the bridge before it was so said because it was beautifully built in one night by unknown hands, having been put in use this' materials that the day before there had been prepared to give principle at work. says that in the face of the second bridge that lived seven sisters, six of such as beautiful, and a bad. had begun to attend their home a young boatman, but from that moment on, healthy and robust, and had become so weak that he ammalaticcio rimanergli sufficient forces to engage in an upcoming race. He then believed himself bewitched, and his suspicion fell on the seventh ugly sister called Marina, which, though sometimes he saw him, he tried to escape it. Wanting revenge, therefore, and having chosen one evening when, to be on Good Friday, the father and the other sisters had gone to visit the 'graves', walked towards the house of the Navy, but he was going to commit pell'atto startled, stopped for a few minutes before the bridge. Suddenly the window for the alleged sorceress knelt before a crucifix, and in the same spot he looked up to heaven, he saw blazing six stars, arranged in the shape of a wagon, with the wheel and the rudder, preceded by a seventh small and dim. Gradually, however, the six shiny lost splendor, and became more beautiful the seventh, until the other vanished, and she was left only to shine in the sky. The sight of her kneeling praying, as well as the prodigy, who, for a mysterious feeling, the relationship seemed to have co 'cases its , entirely changed the mind of the boatman, and diffilato him into the house, where, when asked if it was true that the Navy had bewitched, and that he wanted to kill him, this crying manifested the love hidden for him in the breast fed , and told him that at that moment I prayed to God to let her die in stead of him. Intenerissi tai said to the boy, and since it is a short step from compassion to love, too, soon began to correspond with the feelings of the girl , so, left aside the thoughts of death, and regained his health, he won the race, and had the Marina in marriage. Since then, the bridge over which he saw the wonder of the seven stars, with good reason called avrebbesi "" of Maravegie ""(wonders. At"" Bridge Maravegie, ""in the house of John Crassifida, he performed in 1754, is pel pel song that sound noble by some academics, l '"" Artaxerxes ""of Galuppi.",4.85,5.33,357,FALSE,FALSE,45.4316535,2.5,12.3268797,3,Trachite,FALSE,2.66,0.42,0,3.14,DD,,1,11,2,12,0,3,2,3,3,,,,0,0.4,0.4,Buone,Medie,Buone,Buone,Medie,Metallo e Pietra d'Istria,2,3.23,,0,1.24,1.23,1.29,1.34,1.35,0.75,0.74,0.87,0.74,0.84,TROV2,DD,8.6,38,Trachite,0.93,,37.1,6.13,FALSE,0.49,0.6,0.42,0.51,0.39,9:15,23,27.54,21.41,3,Vuoto Decorato,0,3,2.45,3,0,0
Point (12.32657159999999941 45.43098379999999992),Ponte S. Trovaso,FALSE,410,Dorsoduro,Dorsoduro,3.2,52,51,0,TROVAS,000e18d1-3a85-f2a0-7b43-53372e4b4af1,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4309838,12.3265716,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.4,0.85,4,TROVAS,Rio de S. Trovaso,9.58,0.45,2,3,19,2,"Mattoni, Intonaco e Pietra d'Istria",15,FALSE,,03-Mar-00,,Medie,39.39,Pietra d'Istria,3.95,3.36,3.3,3.32,FALSE,2.34,2.4,2.46,12,,4.63,4.75,387,FALSE,FALSE,45.4309838,2.9,12.3265716,8,Asfalto,FALSE,2.34,0.37,0,3.87,DD,Parte della listolina della spalletta Est � distaccata.,1,10,2,10,0,2,0,1,1,,,,0,0.25,0.2,Medie,,Cattive,Cattive,Medie,Metallo e Pietra d'Istria,2,3.9,,0,1.26,1.32,1.39,1.28,1.31,0.81,0.79,0.89,0.8,0.94,TROV2,DD,9.13,40,Asfalto,1.28,,43.9,9.28,FALSE,0.53,0.48,0.5,0.37,0.36,9:30,20,34.88,25.6,8,Vuoto Decorato,0,4,3.2,4,0,0
Point (12.32876899999999942 45.42889929999999765),Ponte de la Calcina,FALSE,412,Dorsoduro,Dorsoduro,4.6,52,53,0,CALCINA,abd60fd5-a205-ce67-6eec-459e5f5849eb,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4288993,12.328769,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.74,0.91,5,CALCINA,Rio de S. Vio,10.8,0.52,2,2,19,4,"Mattoni, Intonaco e Pietra d'Istria",15,FALSE,01-Jan-91,02-Mar-00,,Ottime,107.56,Pietra d'Istria,5.5,4.65,4.55,4.55,FALSE,2.71,2.67,2.83,14,"on rafts. It 'clear the origin of these names if one considers that we are talking about the Bridge crosses the Rivo di S. Vito, and in the collection of laws made by Rompiasi belonging to the Magistrate of water is found as follows: ""Both the railway transported the stones cooked and mortar, which was opposite the Incurable, following the stream of S. Vito. 1690 May 12. "" In addition, says the Sagredo in the book entitled: ""On cliques of Arts edificative in Venice"", which existed here at the warehouses of the ""Calcineri"" (sellers of lime).
The art of ""Calcineri� raccoglievasi in the church of Santi Vito e Modesto under the invocation of Saints Anthony and Liberal. Although the said art abbiansi most ancient memories, he is certain that he made a beginning to their school in the church indicated only in 1597, as appears from the following entry is from the records of the sacristy, ""1597. ADI 17 Zener. To the praise of God and Missier Santo Antonio, and S. Missier Liberal, who free from pain, this was principiada our school on the day of St. Anthony Abbate, our gonfalon fo first elected. "" The surriferita annotation can be read in the ""Summary"" joined the ""Memorial of Bishop Patriarch of Venice and suffragan bishops for confirmation and Augmento of the cult of the Blessed Contessa Tagliapietra"" etc.. directed to Pope Clement XIII, and imprinted in Venice from Modesto Fenzo in 1765. What about the claim camped in 1661 by the art of ""Calcineri"" to guard them only the body of the Blessed, who was lying under the table their altar, claim that gave rise to a dispute with the parish priest, finished with a temperament that would lay two keys to the chest, one of which keep it by the parish priest, and the other by the steward of the school.
At the ""Calcina Bridge,"" as appears from tombstone, lived Apostolo Zeno, poet laureate and a precursor of Metastasio. He died in this his home in 1750. We Obituaries in Health: ""A day November 11, 1750: Ill.mo Sig Apostle Zen was the Ill.mo Signor Pietro, aged 83, from paralysis shots replicated in many months, who died at 15, med . Soardi co - S. Agnes. "" Zeno was buried with honorable epitaph in the church of S. Maria del Rosario, to whom he had given the Dominican fathers, being still alive, his rich library.",11.65,10.51,278,FALSE,FALSE,45.4288993,5.3,12.328769,3,Trachite,FALSE,2.67,0.52,0,5.4,DD,,1,12,2,12,0,4,0,4,4,,,,0,0,0,Ottime,,Ottime,Ottime,Ottime,Metallo e Pietra d'Istria,4,4.04,,0,1.46,1.48,1.69,1.52,1.78,0.94,0.89,0.89,0.93,0.92,VIO,DD,10.8,60,Trachite,2.76,,124.5,24.38,FALSE,0.59,0.59,0.8,0.86,-0.36,15:30,24,90.62,66.24,3,Vuoto Geometrico,0,5,4.6,5,0,9
Point (12.32923189999999991 45.42974989999999735),Ponte de Mezzo,FALSE,413,Dorsoduro,Dorsoduro,2.34,52,53,0,MEZZO,337e53d0-63dc-8e0d-21c9-b3c6df018610,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4297499,12.3292319,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.25,0.91,27,MEZZO,Rio de S. Vio,9.19,0.39,2,1,15,2,Mattoni e Pietra d'Istria,14,FALSE,,02-Mar-00,,Medie,28.6,Pietra d'Istria,2.88,3.89,3.9,3.89,FALSE,2.2,2.23,2.33,15,,4.83,4.73,277,FALSE,FALSE,45.4297499,2.98,12.3292319,8,Asfalto,FALSE,2.2,0.36,0,2.34,DD,Presenza di vagetazione sulle spallette esterne.,1,8,2,8,0,2,0,1,1,,,,0,0,0,Medie,,Cattive,Cattive,Medie,"Mattoni, Intonaco e Pietra d'Istria",2,4.18,,0,1.2,1.34,1.45,1.3,1.37,0.81,0.86,1.01,0.85,1.01,VIO,DD,9.19,50,Asfalto,1.17,,31.5,6.97,FALSE,0.48,0.45,0.44,0.36,-0.36,15:15,16,25.69,18.72,8,Piena,0,27,2.34,27,0,0
Point (12.32986730000000009 45.43061010000000266),Ponte de S. Vio,FALSE,414,Dorsoduro,Dorsoduro,3.18,52,53,0,SANVIO,1320b6b8-169b-559e-3309-a5e7463b2352,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4306101,12.3298673,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Policentrico,3,2.42,0.93,4,SANVIO,Rio de S. Vio,7.05,0.58,2,3,19,4,Pietra d'Istria,2,FALSE,01-Jan-91,02-Mar-00,,Ottime,38.25,Pietra d'Istria,3.9,4.26,4.25,4.28,FALSE,2.41,2.39,2.45,15,,4.83,4.38,343,FALSE,FALSE,45.4306101,2.9,12.3298673,3,Trachite,FALSE,2.39,0.5,0,3.82,DD,,1,10,2,9,1,4,0,4,4,,,,0,0,0,Ottime,,Ottime,Ottime,Buone,Metallo e Pietra d'Istria,3,2.95,,0,1.44,1.47,1.5,1.52,1.59,0.86,0.87,1,0.88,1.04,VIO,DD,7.05,40,Trachite,1.27,863,43.1,9.22,FALSE,0.6,0.64,0.5,0.55,-0.37,14:55,19,33.39,24.17,3,Vuoto Decorato,0,4,3.18,4,0,9
Point (12.33008249999999961 45.43088219999999922),Ponte Privato (732),TRUE,415,Dorsoduro,Dorsoduro,2.42,52,53,0,CINI_P1,d477ded7-79dd-c36e-73c1-5fcd43a8f1ae,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4308822,12.3300825,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,732,,Sesto Ribassato,6,2.25,0.97,5,CINI_P1,Rio de S. Vio,9.44,0.45,2,2,19,2,"Mattoni, Intonaco e Pietra d'Istria",15,FALSE,,02-Mar-00,,Medie,27.95,Pietra d'Istria,3.1,4.05,4,4.06,FALSE,2.17,2.25,2.33,14,,3.75,5.1,380,FALSE,FALSE,45.4308822,2.5,12.3300825,8,Asfalto,FALSE,2.17,0.39,0,3,DD,Tubo del gas che corre lungo il lato Est.,1,6,2,9,1,2,0,2,2,,,,1,0,0,Medie,,Medie,Medie,Medie,Metallo e Pietra d'Istria,2,4.35,,0,1.35,1.46,1.44,1.44,1.44,0.9,0.95,1.05,0.94,1,VIO,DD,9.44,50,Asfalto,1.21,732,31.7,6.05,FALSE,0.51,0.5,0.39,0.44,-0.37,14:45,15,24.2,18.15,8,Vuoto Geometrico,0,5,2.42,5,0,0
Point (12.32971599999999945 45.42866310000000141),Ponte ai Incurabili,FALSE,418,Dorsoduro,Dorsoduro,3.35,53,54,0,INCURA,4d5aa8e5-1d83-5983-4392-0320b6e6862d,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4286631,12.329716,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,A tutto Sesto,1,2.29,1.03,4,INCURA,Rio de le Toresele,6.35,0.4,2,2,19,4,Mattoni e Pietra d'Istria,14,FALSE,,02-Mar-00,,Ottime,54.77,Pietra d'Istria,4.1,4.17,4.18,4.13,FALSE,2.29,2.19,2.39,13,"on rafts. The hospitable for Incurables was founded in 1522, by insinuation of St. Cajetan of Thiene, by Maria Malipiero and Marina Grimani, who had given shelter in a nearby house to three poor women from S. Rocco, suffering from venereal disease, then riputata incurable. From the beginning it was made of wood, and in the same year of its foundation was enlarged. In 1523, then there was erected beside a church, which is built in 1566 in most large and consecr� in 1600 under the invocation of SS. Savior. Even the hospitable probably was rebuilt in 1572. With regard to the architects, the disparities between the views, it is useful to believe that the model of the church has given Cav. Antonio Zentani, assisted by Sansovino, and that the factory was accomplished by Da Ponte, which is the main door of the hospitable, and which can be Yea, or in whole or in part, the same hospitable. This beautiful place was intended to first just sick of incurable diseases, but soon after orphans and cherubs are also accepted for educating them in Christian doctrine, nell'arti, and crafts. In effect we know that from 1531 to the Governors of the hospital called St. Jerome Miani, entrusting the care ""yes putti that of the sick,"" who went there taking with him other orphans, who had already gathered in a house near the church of S. Rocco. In the hospitable the Incurable used the same S. Francis Xavier, designed in 1537 to this office with four other companions from S. Ignatius Loyola. The direction of the pious, with regard to spiritual things, was first entrusted to the Clerks Regular of St. Gaetano, and afterwards to the Jesuits of which was Xavier, and lately in memory of Miani, clerics regular Somasca. Pell'assistenza dell'inferme and pell'educazione of the maidens in the early years there were twelve noble women, and for the care of sick some gentlemen, which came to an end as a result, and governors, chosen from among the nobles and citizens , took care of everything coll'ajuto of people employed. After 1782 the Superintendent shrank in the person of a governor only. The maidens educated in this hospice learned the music, and they were celebrated in song. In 1807 the club was the Incurable use of Hospitable Civic, and in 1819 was reduced to barracks, as is found nowadays. In this circumstance closed the church, which existed where nowadays opens the courtyard and came to serve as a store of materials Army Corps of Engineers, until, stripped of marble, altars and paintings, it was completely demolished in 1831.",6.95,7.3,279,FALSE,FALSE,45.4286631,3.25,12.329716,3,Trachite,FALSE,2.19,0.4,0,4.02,DD,,1,9,2,9,1,4,0,4,4,,,,0,0.25,0.25,Ottime,,Ottime,Ottime,Buone,Metallo e Pietra d'Istria,3,2.67,,0,1.44,1.55,1.78,1.6,1.87,1.04,1.01,1.06,1.02,1.01,TORE,DD,5.85,50,Trachite,1.68,563,68.5,10.89,FALSE,0.54,0.58,0.72,0.86,-0.34,15:40,18,41.04,30.15,3,Vuoto Geometrico,0,4,3.35,4,0,0
Point (12.33077310000000004 45.43035520000000105),Ponte del Formager,FALSE,417,Dorsoduro,Dorsoduro,1.4,53,54,0,FORMAG,a0ee41fe-89fa-0c72-93b0-13a27be5e104,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4303552,12.3307731,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.2,0.81,4,FORMAG,Rio de le Toresele,8.61,0.43,2,3,19,4,"Mattoni, Intonaco e Pietra d'Istria",15,FALSE,,02-Mar-00,Tre scudi ad Ovest,Ottime,32.06,Pietra d'Istria,3.85,3.86,3.88,3.85,FALSE,2.2,2.12,2.29,13,,5.27,3.38,283,FALSE,FALSE,45.4303552,2.62,12.3307731,3,Trachite,FALSE,2.12,0.43,0,3.77,DD,,1,11,2,10,1,3,2,4,4,,,,0,0,0,Buone,Medie,Ottime,Ottime,Buone,Metallo e Pietra d'Istria,3,4.06,,0,1.2,1.31,1.38,1.36,1.4,0.77,0.8,0.85,0.79,0.85,TORE,DD,8.61,40,Trachite,0.56,366,43.8,8.57,FALSE,0.51,0.57,0.53,0.55,-0.37,14:35,21,20.33,11.76,3,Vuoto Decorato,0,4,3.27,4,0,0
Point (12.33217800000000075 45.43053419999999676),Ponte S. Cristoforo,FALSE,416,Dorsoduro,Dorsoduro,1.39,54,53,0,CRISTOF2,ac09fa99-c744-d0ca-766a-c177b01eb7a7,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4305342,12.332178,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,A tutto Sesto,1,2.34,0.86,27,CRISTOF2,Rio de le Toresele,3.83,0.48,2,1,14,2,Mattoni e Pietra d'Istria,14,FALSE,,02-Mar-00,,Medie,23.94,Pietra d'Istria,2.3,4.2,4.24,4.2,FALSE,2.33,2.18,2.52,13,,4.85,3.12,296,FALSE,FALSE,45.4305342,3.65,12.332178,3,Trachite,FALSE,2.18,0.48,0,1.76,DD,,1,9,2,5,0,2,0,2,3,,,,0,0,0,Medie,,Medie,Buone,Buone,Mattoni e Pietra d'Istria,3,1.76,,0,1.31,1.54,0,1.65,0,0.83,0.87,0,0.87,0,TORE,DD,3.83,46,Trachite,0.64,,32.5,6.42,FALSE,0.67,0.78,0,0,-0.37,14:25,14,15.38,8.95,3,Piena,0,27,1.76,27,0,0
Point (12.3329020000000007 45.42855219999999861),Ponte Ca'Bala,FALSE,419,Dorsoduro,Dorsoduro,2.81,55,54,0,CABALA,2be22c9a-cc49-40a7-5e2d-37cad8bdf233,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4285522,12.332902,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.75,0.9,3,CABALA,Rio de la Fornasa,10.29,0.55,2,2,19,4,Pietra d'Istria,2,FALSE,,02-Mar-00,,Ottime,101.75,Pietra d'Istria,6.2,4.38,4.33,4.37,FALSE,2.7,2.74,2.82,15,,10.73,10.41,411,FALSE,FALSE,45.4285522,4.04,12.332902,3,Trachite,FALSE,2.7,0.55,0,6.14,DD,,1,12,3,12,0,3,0,4,4,,,,0,0.25,0.3,Buone,,Ottime,Ottime,Medie,Metallo e Pietra d'Istria,2,3.61,,0,1.46,1.53,1.75,1.53,1.76,0.91,0.84,1,0.86,0.88,FORN2,DD,9.74,50,Trachite,1.41,,149.1,20.68,FALSE,0.69,0.67,0.75,0.88,-0.1,12:10,24,54.4,33.72,3,Vuoto Geometrico,0,3,5.12,3,0,0
Point (12.33277409999999996 45.4291571999999988),Ponte de Mezzo,FALSE,420,Dorsoduro,Dorsoduro,3.08,55,54,0,SANTI,3a4b44f2-fc1b-fd3e-8f44-d989216abd11,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4291572,12.3327741,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Policentrico,3,2.59,0.82,4,SANTI,Rio de la Fornasa,10.49,0.56,2,3,19,4,Pietra d'Istria,2,FALSE,,02-Mar-00,bugne di diamante,Ottime,39.99,Pietra d'Istria,3.68,4.12,4.08,4.1,FALSE,2.51,2.62,2.64,14.5,,5,5.4,364,FALSE,FALSE,45.4291572,2.82,12.3327741,3,Trachite,FALSE,2.51,0.49,0,3.6,DD,,1,10,2,10,0,3,3,4,4,,,,0,0.4,0.65,Buone,Buone,Ottime,Ottime,Medie,Metallo e Pietra d'Istria,2,3.76,,0,1.33,1.42,1.52,1.33,1.34,0.77,0.8,0.9,0.76,0.85,FORN2,DD,9.44,43,Trachite,1.32,,44.8,8.69,FALSE,0.62,0.57,0.62,0.49,-0.15,12:25,20,35.17,26.49,3,Vuoto Decorato,0,4,3.08,4,0,0
Point (12.33260800000000046 45.43069899999999706),Ponte S. Gregorio,FALSE,421,Dorsoduro,Dorsoduro,2.25,55,54,0,GREGOR,38a5416f-d51b-b857-3878-997d3f6bbba8,,"Mon, 16 Dec 2013 19:38:39 GMT",45.430699,12.332608,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,A tutto Sesto,1,2.29,0.88,4,GREGOR,Rio de la Fornasa,4.99,0.37,2,3,19,4,Mattoni e Pietra d'Istria,14,FALSE,01-Jan-91,02-Mar-00,Tre scudi ad Est,Ottime,23.8,Pietra d'Istria,3.45,3.85,3.76,3.75,FALSE,2.11,2.28,2.47,15,". Does not consist in what year this becomes the church of S. Gregory, but it is certain, according to the testimony of Dandolo, that it existed until dall'897. He had a rifabbrica after the fire of 1105, and from 1140 it came under the jurisdiction of the Benedictine abbots of St. Hilary. When this famous abbey stood destroyed in 1247 by the tyrant Ezzelino, the abbots with the monks retired to Venice hinted at their church, and Fridiano, one of them, the he restored, as is believed, in 1342, at the same time at the monastery. After 1450, the abbots were replaced by the regular abbots commendatarii, the first of which, Bartolammeo Paruta, RESTORING returned to the church of S. Gregory, who was no longer officiated by monks but by a chaplain and other priests, who are elected by the abbots, and having spiritual care in the district. Finally in 1775 the title was suppressed abbey, and instituted to the parish priest. The church of S. Gregory was secularized in 1808. At the end of the ""Rio di S. Gregory �solevasi celebrate, as in other points of land and water of the city, the so-called"" Strength of Hercules ""by the two opposing factions the Castellani and the Nicolotti. So describes the Mutinelli in his ""Lexicon Veneto� This fun: ""Lying on a plateau some barrels, if the game was made in the ground, and if it was done on two barges in a canal, which was no longer in use and occurred more often there rose above a building living because it is composed of all men. The basic jargon fazionario saorna that was formed by narrow and more individuals joined together by some rulers supported by their shoulders. Above these rulers, and consequently on the shoulders of those who held it, saliva another hand of men, then a third, a fourth, and a fifth, which, by renewing the handling of the first and sometimes squatting without rulers (position it was said the banquets were formed different plans appealed ageri. every floor, however, was gradually to decrease the mass of the people, so that the last one, which almost became the chimney of the factory, and was the sixth, seventh, or the eighth, ended up with only one child appealed cimiereto, not failing him, the situation in both high and risky to make a caporovescio. Abbench� this game necessarily, by the law of gravity, it could offer a different form of the pyramid, as well, no varying little risky at times as a result of modifications that you were introducing more gamblers akin to overcome him by the opposing faction, and that they were only in the greater or lesser number of ageri, banquets, and in the diversity of other views or postures, it happened that every game had a particular denomination. So, as I've seen in a freshman, who had belonged to one of two factions, there were, by way of example, the games nominated the Union, the case of Muhammad, the Bella Venezia, the Colossus of Rhodes, the Verginella, Glory, Fame etc.., arriving later in these games the courage to so much that a man performed a caporovescio over the head of another, who was standing on the shoulders of a third party, the whose feet rested just above the knife of a gondola. """,4.12,3.48,314,FALSE,FALSE,45.430699,1.73,12.332608,3,Trachite,FALSE,2.11,0.36,0,3.37,DD,Staffe portabandiera sulla spalletta Est.,1,9,3,8,0,3,3,4,3,,,,0,0.1,1.7,Buone,Buone,Ottime,Buone,Buone,Metallo e Pietra d'Istria,3,1.51,,0,1.18,1.45,2.55,1.27,1.67,0.81,0.95,0.93,0.91,0.8,FORN1,DD,3.19,36,Trachite,0.81,,29,4.83,FALSE,0.5,0.36,1.62,0.87,-0.2,12:40,17,18.6,13.77,3,Vuoto Decorato,0,4,2.79,4,0,9
Point (12.33425899999999942 45.43077780000000132),Ponte de l'Abazia,FALSE,422,Dorsoduro,Dorsoduro,2.83,56,55,0,ABAZIA,2f311e6e-f327-d033-d9ae-72b2fa010823,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4307778,12.334259,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.71,0.98,14,ABAZIA,Rio de la Salute,7.12,0.42,13,2,4,0,Legno,4,FALSE,,02-Mar-00,,,37.28,Vuoto,3.12,4.06,4.06,4.06,FALSE,2.69,2.67,2.77,13,"to S. Maria della Misericordia. The abbey church of S. Maria della Misericordia, called the Abbey, soared above 939 in a grassy ground, called Val Verde, or only Caesar of the Julii, said Andreardo, or by families and Giulia Moro joint together. In the first surrendered to hermits, monks and thus, probably Augustinians, who erected next to a convent, which perished in the plague of 1348, the prior, who alone was left on, he gave before his death his dignity to Luca Moro . These obtained in 1369 that his family should have the patronage of the church in perpetuity. The fa�ade of the same was raised in the seventeenth century on the design of Clemente Moli, at the expense of Gasparo Moro eminent philosopher. The interior, however, threatened to fall, and it was preserved prior to the credit of Monsignor Pietro Pianton, who practiced radical restoration. This church closed in 1868 went, but was bought in 1884 by the Patriarch of Venice Domenico Agostini coll'intendimento to return to divine worship.
Among the priors of St. Maria della Misericordia is worthy of mention the pious and learned Jerome Savina, which obtained from Clement VIII for himself and successors the right to wear the miter and the crosier. Having been poisoned by a wicked priest in the sacred chalice, he wished before he died, June 9, 1601, which were to be pardoned from the sacrilegious murder.
We learn from an engraving of Lovisa that the ""Bridge of the Abbey"" was in the last century stone. So it was landed, and in 1833 rebuilt of wood.
On the ""Foundation of the Abbey,"" in the so-called ""New Court"", the Scuola Grande di S. Our Lady of Mercy had a hospice, or, as was said, hospice, pei brothers poor. The entrance of the Court over the arch is decorated by a sculpture of the B. V. and Saints, and below is an inscription from which we learn that the factory of those houses was begun and completed in 1505, under the principality of Leonardo Loredan.",4.9,4.93,353,FALSE,FALSE,45.4307778,3.03,12.334259,4,Legno,FALSE,2.67,0.42,0,2.84,DD,Primi cinque gradini a Nord e a sud in trachite e alzata in Pietra d'Istria.,1,10,2,10,0,4,0,4,4,,,,0,0.3,0.3,Ottime,,Ottime,Ottime,Ottime,Legno,4,2.44,,0,1.38,1.46,1.44,1.48,1.51,0.96,0.96,1,0.96,1,SALU1,DD,6.52,36,Legno,1.02,,45.6,8.57,FALSE,0.5,0.52,0.44,0.51,0.09,10:50,20,28.95,20.38,4,Vuoto Geometrico,0,14,2.83,14,0,0
